29,Malini,Suceava,47.4536485,26.0872309,553340,MEDIUM,5,bi-weekly
30,Huedin,Cluj,46.8623427,23.0218215,528569,MEDIUM,7,weekly
31,Ramnicu Valcea,Valcea,45.0996753,24.3693179,1008025,LARGE,10,twice-a-week
32,Vadastrita,Olt,43.8476733,24.3422102,221908,SMALL,17,weekly
33,Moreni,Dambovita,44.9820431,25.6402111,1190599,LARGE,1,weekly
34,Rodna,Bistrita-Nasaud,47.420026,24.8169632,1547242,LARGE,15,twice-a-week
35,Malini,Suceava,47.4536485,26.0872309,234992,SMALL,5,twice-a-week
36,Brasov,Brasov,45.6579755,25.6011977,1013129,LARGE,1,bi-weekly
37,Simian,Mehedinti,44.6323199,22.7515121,1138454,LARGE,16,bi-weekly
38,Simian,Mehedinti,44.6323199,22.7515121,481281,MEDIUM,16,weekly
39,Busteni,Prahova,45.4097148,25.5342236,601364,MEDIUM,1,bi-weekly
40,Vulturu,Vrancea,45.6179023,27.4194359,733559,MEDIUM,3,twice-a-week
41,Teaca,Bistrita-Nasaud,46.9114516,24.5031976,651104,MEDIUM,15,twice-a-week
42,Voluntari,Ilfov,44.5050832,26.1555435,645493,MEDIUM,13,twice-a-week
43,Deva,Hunedoara,45.8662574,22.9143737,38001,SMALL,4,weekly
44,Comana de Jos,Brasov,45.9135796,25.2329858,1376165,LARGE,6,bi-weekly
45,Zalau,Salaj,47.1854562,23.0573324,1339809,LARGE,7,bi-weekly
46,Oniceni,Suceava,47.3293628,26.4591162,393317,SMALL,5,bi-weekly
47,Mosnita Noua,Timis,45.7206388,21.3156456,66787,SMALL,2,bi-weekly
48,Campia Turzii,Cluj,46.5586485,23.8706676,1060532,LARGE,0,bi-weekly
49,Vadu Izei,Maramures,47.8833463,23.9562547,512106,MEDIUM,12,bi-weekly
50,Targu Mures,Mures,46.5385862,24.5514392,870976,MEDIUM,0,bi-weekly
51,Sighisoara,Mures,46.2197025,24.7963878,640335,MEDIUM,6,weekly
52,Cotenesti,Arges,45.23358,25.1844379,1145769,LARGE,10,bi-weekly
53,Constanta,Constanta,44.1598013,28.6348138,1147374,LARGE,14,bi-weekly
54,Constanta,Constanta,44.1598013,28.6348138,437201,MEDIUM,14,bi-weekly
55,Daia Romana,Alba,46.006639,23.6675773,108318,SMALL,0,weekly
56,Orastie,Hunedoara,45.8451246,23.2019265,8530,SMALL,4,bi-weekly
57,Oniceni,Suceava,47.3293628,26.4591162,1105189,LARGE,5,weekly
58,Pipirig,Neamt,47.2396133,26.0678092,205570,SMALL,5,weekly
59,Ramnicu Valcea,Valcea,45.0996753,24.3693179,546591,MEDIUM,10,weekly
60,Sarata-Monteoru,Buzau,45.1475653,26.6409383,501842,MEDIUM,13,twice-a-week
61,Rupea,Brasov,46.0377858,25.2225074,773716,MEDIUM,6,bi-weekly
62,Comana de Jos,Brasov,45.9135796,25.2329858,168139,SMALL,6,twice-a-week
63,Floresti,Cluj,46.7312657,23.4783294,894389,MEDIUM,0,bi-weekly
64,Moinesti,Bacau,46.4697857,26.4884629,1061945,LARGE,8,weekly
65,Berbesti,Valcea,45.0090342,23.8797585,844211,MEDIUM,18,weekly
66,Saliste,Sibiu,45.7941029,23.8851034,644556,MEDIUM,0,bi-weekly
67,Intorsura Buzaului,Covasna,45.6640966,26.0149491,848700,MEDIUM,1,bi-weekly
68,Racsa,Satu Mare,47.8207297,23.3321834,999523,MEDIUM,12,weekly
69,Calarasi,Calarasi,44.2085144,27.3137439,586296,MEDIUM,13,bi-weekly
70,Golaiesti,Iasi,47.2648157,27.6787658,1777956,LARGE,19,bi-weekly
71,Tartasesti,Dambovita,44.5713235,25.8281028,995046,MEDIUM,13,twice-a-week
72,Dragodana,Dambovita,44.7482909,25.3936632,473795,MEDIUM,10,weekly
73,Moreni,Dambovita,44.9820431,25.6402111,604523,MEDIUM,1,twice-a-week
74,Daia Romana,Alba,46.006639,23.6675773,1046870,LARGE,0,weekly
75,Crevedia,Dambovita,44.6019735,25.9104359,741948,MEDIUM,13,twice-a-week
76,Urechesti,Arges,45.2624404,24.6151016,215342,SMALL,10,bi-weekly
77,Beius,Bihor,46.6674534,22.3575717,1832246,LARGE,11,bi-weekly
78,Catetu,Valcea,44.8365671,23.9550864,744729,MEDIUM,18,weekly
79,Trotusanu,Vrancea,45.9790189,27.0961172,1310086,LARGE,3,weekly
80,Alba Iulia,Alba,46.0732725,23.5804886,453975,MEDIUM,0,weekly
81,Voluntari,Ilfov,44.5050832,26.1555435,1568188,LARGE,13,twice-a-week
82,Murfatlar,Constanta,44.1735518,28.4105479,943171,MEDIUM,14,weekly
83,Ocna Sugatag,Maramures,47.7373872,23.8832678,1104421,LARGE,12,bi-weekly
84,Sant,Bistrita-Nasaud,47.4406116,24.891578,277373,SMALL,15,weekly
85,Prundeni,Valcea,44.7372601,24.2480032,1405572,LARGE,17,bi-weekly
86,Moldova Noua,Caras-Severin,44.735184,21.6642348,1144909,LARGE,16,twice-a-week
87,Teregova,Caras-Severin,45.1504322,22.2864464,1450923,LARGE,16,bi-weekly
88,Sascut,Bacau,46.1960057,27.093757,485956,MEDIUM,8,bi-weekly
89,Acris,Brasov,45.6353308,25.9928947,559486,MEDIUM,1,twice-a-week
90,Marghita,Bihor,47.3479194,22.3397566,1951958,LARGE,7,bi-weekly
91,Beclean,Bistrita-Nasaud,47.1800681,24.1704031,269992,SMALL,15,twice-a-week
92,Baia Mare,Maramures,47.6567387,23.5849881,732025,MEDIUM,12,twice-a-week
93,Avrig,Sibiu,45.7288293,24.3784376,1368445,LARGE,0,twice-a-week
94,Craiova,Dolj,44.3301785,23.7948807,848862,MEDIUM,18,bi-weekly
95,Bucuresti,Bucuresti,44.4267674,26.1025384,1091476,LARGE,13,twice-a-week
96,Ludus,Mures,46.476045,24.0933922,600275,MEDIUM,0,weekly
97,Campia Turzii,Cluj,46.5586485,23.8706676,985027,MEDIUM,0,bi-weekly
98,Filipestii de Targ,Prahova,44.9686362,25.7940462,146736,SMALL,1,bi-weekly
99,Huedin,Cluj,46.8623427,23.0218215,1629065,LARGE,7,weekly
100,Fieni,Dambovita,45.1279095,25.4152063,740917,MEDIUM,10,weekly
101,Husi,Vaslui,46.6758644,28.05899,459910,MEDIUM,19,weekly
102,Trip,Satu Mare,47.9233727,23.3767769,1133191,LARGE,12,weekly
103,Sangeorgiu de Padure,Mures,46.4291872,24.8386374,569640,MEDIUM,6,twice-a-week
104,Poiana Marului,Brasov,45.6049511,25.3075907,132870,SMALL,1,bi-weekly
105,Calaparu,Gorj,44.6828706,23.324964,126641,SMALL,18,bi-weekly
106,Cavnic,Maramures,47.656596,23.8297783,1146886,LARGE,12,weekly
107,Maneciu-Pamanteni,Prahova,45.2907906,26.0061295,720213,MEDIUM,1,twice-a-week
108,Rupea,Brasov,46.0377858,25.2225074,733149,MEDIUM,6,twice-a-week
109,Tautii-Magheraus,Maramures,47.6656888,23.4596529,1338871,LARGE,12,weekly
110,Simleu Silvaniei,Salaj,47.2260727,22.8037864,236587,SMALL,7,weekly
111,Aita Mare,Covasna,45.9670572,25.5635224,434661,MEDIUM,6,weekly
112,Vadu Izei,Maramures,47.8833463,23.9562547,607560,MEDIUM,12,weekly
113,Simeria,Hunedoara,45.8555725,23.0120864,847175,MEDIUM,4,twice-a-week
114,Matrici,Mures,46.6521518,24.8989782,778914,MEDIUM,6,bi-weekly
115,Tiha Bargaului,Bistrita-Nasaud,47.2278833,24.7759816,656556,MEDIUM,15,twice-a-week
116,Mineri,Tulcea,45.1666405,28.7113039,769186,MEDIUM,14,bi-weekly
117,Gherla,Cluj,47.0317645,23.909253,746347,MEDIUM,0,bi-weekly
118,Maneciu-Pamanteni,Prahova,45.2907906,26.0061295,440197,MEDIUM,1,bi-weekly
119,Tiur,Alba,46.1604567,23.8638923,393503,SMALL,0,twice-a-week
120,Matca,Galati,45.8599216,27.5597746,937258,MEDIUM,3,weekly
121,Oltenita,Calarasi,44.0854664,26.637483,354542,SMALL,13,weekly
122,Tartasesti,Dambovita,44.5713235,25.8281028,221322,SMALL,13,twice-a-week
123,Sascut,Bacau,46.1960057,27.093757,643853,MEDIUM,8,twice-a-week
124,Teregova,Caras-Severin,45.1504322,22.2864464,721166,MEDIUM,16,bi-weekly
125,Rabagani,Bihor,46.74629,22.2452338,1928361,LARGE,11,twice-a-week
126,Campeni,Alba,46.3628153,23.0459729,447649,MEDIUM,4,bi-weekly
127,Mastacan (Borlesti),Neamt,46.7968134,26.4954639,1271630,LARGE,8,twice-a-week
128,Petrosani,Hunedoara,45.4088946,23.3754021,1173594,LARGE,4,weekly
129,Seica Mare,Sibiu,46.0239949,24.1582482,205527,SMALL,0,weekly
130,Almasu,Salaj,46.966232,23.0986992,1186626,LARGE,7,weekly
131,Lupeni,Hunedoara,45.3569989,23.2132218,208059,SMALL,4,twice-a-week
132,Borca,Neamt,47.1789433,25.7794842,529586,MEDIUM,5,bi-weekly
133,Batrani,Prahova,45.3377853,26.1118275,1103159,LARGE,1,weekly
134,Simeria,Hunedoara,45.8555725,23.0120864,77945,SMALL,4,bi-weekly
135,Rozavlea,Maramures,47.7466016,24.2181216,1025467,LARGE,15,weekly
136,Racosul de Sus,Covasna,46.0802755,25.547364,457994,MEDIUM,6,bi-weekly
137,Oituz,Bacau,46.1713004,26.5404114,1629775,LARGE,8,twice-a-week
138,Filiasi,Dolj,44.554523,23.5200088,1334254,LARGE,18,twice-a-week
139,Priboieni,Arges,44.8747392,25.0801048,573307,MEDIUM,10,bi-weekly
140,Deva,Hunedoara,45.8662574,22.9143737,456081,MEDIUM,4,twice-a-week
141,Suplac,Mures,46.3972736,24.5189235,192961,SMALL,0,bi-weekly
142,Constanta,Constanta,44.1598013,28.6348138,579538,MEDIUM,14,twice-a-week
143,Sacele,Brasov,45.6179752,25.6942533,659822,MEDIUM,1,twice-a-week
144,Targu Frumos,Iasi,47.2085397,27.0083561,617653,MEDIUM,8,bi-weekly
145,Poiana Ilvei,Bistrita-Nasaud,47.3558143,24.7451705,878351,MEDIUM,15,weekly
146,Rupea,Brasov,46.0377858,25.2225074,1089260,LARGE,6,weekly
147,Viseu de Jos,Maramures,47.7395133,24.3428814,974827,MEDIUM,15,weekly
148,Tarnaveni,Mures,46.3293137,24.2935777,417928,MEDIUM,0,bi-weekly
149,Pitesti,Arges,44.8564798,24.8691824,81104,SMALL,10,weekly
150,Breaza,Prahova,45.187222,25.662222,1482265,LARGE,1,twice-a-week
151,Apata,Brasov,45.9495023,25.5306954,455275,MEDIUM,6,weekly
152,Satu Mare,Satu Mare,47.8016702,22.8575926,473853,MEDIUM,7,twice-a-week
153,Oituz,Bacau,46.1713004,26.5404114,539405,MEDIUM,8,weekly
154,Bretcu,Covasna,46.0529902,26.3571364,121534,SMALL,8,weekly
155,Fieni,Dambovita,45.1279095,25.4152063,561012,MEDIUM,10,bi-weekly
156,Rediu,Galati,45.6473638,27.9011408,560172,MEDIUM,3,twice-a-week
157,Salistea de Sus,Maramures,47.6576229,24.3524831,1110179,LARGE,15,twice-a-week
158,Horia,Neamt,46.90631,26.9200561,1149228,LARGE,8,twice-a-week
159,Tautii-Magheraus,Maramures,47.6656888,23.4596529,801885,MEDIUM,12,weekly
160,Stanesti,Arges,45.2391935,24.8262465,1265924,LARGE,10,weekly
161,Horezu,Valcea,45.1495389,23.9816333,969982,MEDIUM,18,bi-weekly
162,Varghis,Covasna,46.1437575,25.5215551,792158,MEDIUM,6,bi-weekly
163,Filipestii de Targ,Prahova,44.9686362,25.7940462,880464,MEDIUM,1,bi-weekly
164,Horezu,Valcea,45.1495389,23.9816333,704673,MEDIUM,18,weekly
165,Stroiesti,Suceava,47.6155605,26.1242892,602575,MEDIUM,5,bi-weekly
166,Sant,Bistrita-Nasaud,47.4406116,24.891578,666133,MEDIUM,15,twice-a-week
167,Caracal,Olt,44.1157446,24.3424754,235994,SMALL,17,bi-weekly
168,Turceni,Gorj,44.674076,23.374199,940220,MEDIUM,18,weekly
169,Mastacan (Borlesti),Neamt,46.7968134,26.4954639,303438,SMALL,8,bi-weekly
170,Giulesti,Maramures,47.8190608,23.9274849,1220815,LARGE,12,twice-a-week
171,Racaciuni,Bacau,46.3375805,26.9933688,675270,MEDIUM,8,twice-a-week
172,Darmanesti,Suceava,47.7382535,26.1457427,824747,MEDIUM,5,twice-a-week
173,Drobeta-Turnu Severin,Mehedinti,44.6369227,22.6597342,1046918,LARGE,16,weekly
174,Batrani,Prahova,45.3377853,26.1118275,1121657,LARGE,1,twice-a-week
175,Gherla,Cluj,47.0317645,23.909253,14688,SMALL,0,bi-weekly
176,Valenii de Munte,Prahova,45.1912847,26.0440169,696548,MEDIUM,1,bi-weekly
177,Milostea,Valcea,45.1266508,23.8337262,1240089,LARGE,18,twice-a-week
178,Tarnaveni,Mures,46.3293137,24.2935777,49052,SMALL,0,weekly
179,Toplita,Harghita,46.9260303,25.3534041,993640,MEDIUM,6,twice-a-week
180,Periam,Timis,46.0443663,20.8723729,327782,SMALL,2,bi-weekly
181,Deta,Timis,45.3977401,21.2255847,288746,SMALL,2,bi-weekly
182,Alexandria,Teleorman,43.9750572,25.3282579,819315,MEDIUM,9,twice-a-week
183,Praid,Harghita,46.5553429,25.1272723,28357,SMALL,6,weekly
184,Gherla,Cluj,47.0317645,23.909253,307244,SMALL,0,bi-weekly
185,Cluj-Napoca,Cluj,46.7712101,23.6236353,64082,SMALL,0,weekly
186,Zimnicea,Teleorman,43.6578297,25.360575,1624067,LARGE,9,twice-a-week
187,Topoloveni,Arges,44.8105516,25.0770243,882113,MEDIUM,10,bi-weekly
188,Balauseri,Mures,46.4078416,24.6929815,1083645,LARGE,6,bi-weekly
189,Rozavlea,Maramures,47.7466016,24.2181216,688662,MEDIUM,15,bi-weekly
190,Tecuci,Galati,45.8490923,27.4241268,623284,MEDIUM,3,bi-weekly
191,Voitinel,Suceava,47.8804611,25.7493649,8237,SMALL,5,bi-weekly
192,Crevedia,Dambovita,44.6019735,25.9104359,654081,MEDIUM,13,bi-weekly
193,Doanca,Olt,43.8465727,24.6487677,419253,MEDIUM,17,twice-a-week
194,Brebu,Prahova,45.183333,25.766667,1228961,LARGE,1,bi-weekly
195,Sfantu Gheorghe,Covasna,45.8609375,25.7885796,1370550,LARGE,1,bi-weekly
196,Dragasani,Valcea,44.6631799,24.2608711,1533289,LARGE,17,twice-a-week
197,Tarnaveni,Mures,46.3293137,24.2935777,1226275,LARGE,0,bi-weekly
198,Periam,Timis,46.0443663,20.8723729,500673,MEDIUM,2,bi-weekly
199,Poienita,Arges,45.1127612,24.9234846,242051,SMALL,10,twice-a-week
200,Petrosani,Hunedoara,45.4088946,23.3754021,1183331,LARGE,4,bi-weekly
201,Roman,Neamt,46.9333781,26.9265451,978146,MEDIUM,8,bi-weekly
202,Petrila,Hunedoara,45.4437689,23.4093784,84269,SMALL,4,twice-a-week
203,Marghita,Bihor,47.3479194,22.3397566,977740,MEDIUM,7,bi-weekly
204,Golaiesti,Iasi,47.2648157,27.6787658,1207259,LARGE,19,twice-a-week
205,Ganesti,Mures,46.3336531,24.3588403,829462,MEDIUM,0,bi-weekly
206,Dobreni,Giurgiu,44.253387,26.2082339,707473,MEDIUM,13,bi-weekly
207,Cavnic,Maramures,47.656596,23.8297783,396175,SMALL,12,twice-a-week
208,Mangalia,Constanta,43.8152436,28.5741496,76732,SMALL,14,weekly
209,Pechea,Galati,45.6473849,27.7849169,1200148,LARGE,3,twice-a-week
210,Cluj-Napoca,Cluj,46.7712101,23.6236353,645442,MEDIUM,0,weekly
211,Bibesti,Gorj,44.7815366,23.4907078,683266,MEDIUM,18,weekly
212,Braila,Braila,45.2652463,27.9594714,1666360,LARGE,3,bi-weekly
213,Odorheiu Secuiesc,Harghita,46.3049996,25.2926479,1142250,LARGE,6,twice-a-week
214,Bascov,Arges,44.8906952,24.7853667,985412,MEDIUM,10,weekly
215,Onesti,Bacau,46.2647012,26.782587,871030,MEDIUM,8,weekly
216,Cajvana,Suceava,47.7019688,25.9641186,1559997,LARGE,5,weekly
217,Berveni,Satu Mare,47.7546831,22.4714395,1659794,LARGE,7,weekly
218,Intorsura Buzaului,Covasna,45.6640966,26.0149491,1264752,LARGE,1,twice-a-week
219,Valea lui Mihai,Bihor,47.5226462,22.1264628,1091112,LARGE,11,bi-weekly
220,Turda,Cluj,46.564676,23.7971063,247301,SMALL,0,bi-weekly
221,Huedin,Cluj,46.8623427,23.0218215,861860,MEDIUM,7,weekly
222,Voivozi (Popesti),Bihor,47.2194325,22.3902124,734946,MEDIUM,7,bi-weekly
223,Simeria,Hunedoara,45.8555725,23.0120864,846976,MEDIUM,4,weekly
224,Deva,Hunedoara,45.8662574,22.9143737,1271523,LARGE,4,bi-weekly
225,Racosul de Sus,Covasna,46.0802755,25.547364,569838,MEDIUM,6,bi-weekly
226,Rancaciov,Dambovita,44.8855684,25.3627472,515343,MEDIUM,10,twice-a-week
227,Topa de Jos,Bihor,46.8434194,22.2332655,934952,MEDIUM,11,weekly
228,Caransebes,Caras-Severin,45.413619,22.2218641,566577,MEDIUM,16,twice-a-week
229,Suplac,Mures,46.3972736,24.5189235,91546,SMALL,0,bi-weekly
230,Satu Mare,Satu Mare,47.8016702,22.8575926,1234481,LARGE,7,weekly
231,Arad,Arad,46.1865606,21.3122677,938435,MEDIUM,2,weekly
232,Dobreni,Giurgiu,44.253387,26.2082339,314447,SMALL,13,weekly
233,Oituz,Bacau,46.1713004,26.5404114,957408,MEDIUM,8,weekly
234,Satu Nou (Ocland),Harghita,46.1454108,25.4155428,1210792,LARGE,6,weekly
235,Corod,Galati,45.8991197,27.6257026,802646,MEDIUM,3,weekly
236,Mosnita Noua,Timis,45.7206388,21.3156456,1200282,LARGE,2,bi-weekly
237,Novaci,Gorj,45.1782926,23.6720859,839130,MEDIUM,18,weekly
238,Filiasi,Dolj,44.554523,23.5200088,602385,MEDIUM,18,bi-weekly
239,Poiana Ilvei,Bistrita-Nasaud,47.3558143,24.7451705,220289,SMALL,15,twice-a-week
240,Teregova,Caras-Severin,45.1504322,22.2864464,757034,MEDIUM,16,bi-weekly
241,Sovata,Mures,46.5990794,25.0774363,897146,MEDIUM,6,twice-a-week
242,Bascov,Arges,44.8906952,24.7853667,1237916,LARGE,10,weekly
243,Hunedoara,Hunedoara,45.7678128,22.9072331,742446,MEDIUM,4,bi-weekly
244,Sinaia,Prahova,45.3310429,25.5623504,1028707,LARGE,1,bi-weekly
245,Domnesti,Arges,45.203321,24.8386752,317693,SMALL,10,bi-weekly
246,Vulcan,Brasov,45.6348088,25.4181031,408685,MEDIUM,1,twice-a-week
247,Bumbesti-Jiu,Gorj,45.1776245,23.3856157,744805,MEDIUM,18,weekly
248,Falciu,Vaslui,46.2930548,28.1415999,272685,SMALL,19,bi-weekly
249,Seini,Maramures,47.7475078,23.2849196,1210123,LARGE,12,twice-a-week
250,Onesti,Bacau,46.2647012,26.782587,1031565,LARGE,8,bi-weekly
251,Brebu,Prahova,45.183333,25.766667,939547,MEDIUM,1,bi-weekly
252,Vulturu,Vrancea,45.6179023,27.4194359,969452,MEDIUM,3,bi-weekly
253,Satu Nou (Ocland),Harghita,46.1454108,25.4155428,1810521,LARGE,6,bi-weekly
254,Pericei,Salaj,47.2279331,22.8684111,565567,MEDIUM,7,twice-a-week
255,Sona,Alba,46.2172769,24.0147622,300720,SMALL,0,weekly
256,Baia Mare,Maramures,47.6567387,23.5849881,899650,MEDIUM,12,weekly
257,Ieud,Maramures,47.6632407,24.2286926,774698,MEDIUM,15,bi-weekly
258,Victoria,Brasov,45.7306587,24.7009227,541240,MEDIUM,6,twice-a-week
259,Cotenesti,Arges,45.23358,25.1844379,310585,SMALL,10,weekly
260,Buzau,Buzau,45.1371109,26.8171122,580405,MEDIUM,13,weekly
261,Fagaras,Brasov,45.8416403,24.9730954,890669,MEDIUM,6,bi-weekly
262,Ovidiu,Constanta,44.2576259,28.558611,548591,MEDIUM,14,bi-weekly
263,Bacau,Bacau,46.5670437,26.9145748,2006226,LARGE,8,twice-a-week
264,Homocea,Vrancea,46.1346892,27.2425619,319747,SMALL,3,weekly
265,Lupeni,Hunedoara,45.3569989,23.2132218,403441,MEDIUM,4,bi-weekly
266,Husi,Vaslui,46.6758644,28.05899,344310,SMALL,19,twice-a-week
267,Cotenesti,Arges,45.23358,25.1844379,925742,MEDIUM,10,twice-a-week
268,Huedin,Cluj,46.8623427,23.0218215,208203,SMALL,7,twice-a-week
269,Gugesti,Vrancea,45.5698771,27.1319694,530272,MEDIUM,3,weekly
270,Priboieni,Arges,44.8747392,25.0801048,662164,MEDIUM,10,weekly
271,Bozovici,Caras-Severin,45.0012349,21.9535783,445136,MEDIUM,16,weekly
272,Turda,Cluj,46.564676,23.7971063,1669436,LARGE,0,twice-a-week
273,Mangalia,Constanta,43.8152436,28.5741496,1297197,LARGE,14,twice-a-week
274,Rabagani,Bihor,46.74629,22.2452338,1459568,LARGE,11,bi-weekly
275,Tautii-Magheraus,Maramures,47.6656888,23.4596529,358790,SMALL,12,bi-weekly
276,Intorsura Buzaului,Covasna,45.6640966,26.0149491,1364297,LARGE,1,weekly
277,Floresti,Cluj,46.7312657,23.4783294,1048000,LARGE,0,weekly
278,Busag,Maramures,47.659141,23.4237293,1185702,LARGE,12,bi-weekly
279,Iernut,Mures,46.4507604,24.2290151,1314719,LARGE,0,weekly
280,Viseu de Sus,Maramures,47.7150521,24.4396734,345618,SMALL,15,bi-weekly
281,Poiana Marului,Brasov,45.6049511,25.3075907,587841,MEDIUM,1,bi-weekly
282,Reghin,Mures,46.7710931,24.700762,1231298,LARGE,15,bi-weekly
283,Praid,Harghita,46.5553429,25.1272723,527809,MEDIUM,6,twice-a-week
284,Caracal,Olt,44.1157446,24.3424754,1556664,LARGE,17,weekly
285,Rogoz,Maramures,47.4688357,23.9322483,1076566,LARGE,12,twice-a-week
286,Intorsura Buzaului,Covasna,45.6640966,26.0149491,777148,MEDIUM,1,weekly
287,Peretu,Teleorman,44.0441616,25.0860775,910253,MEDIUM,9,twice-a-week
288,Breaza,Prahova,45.187222,25.662222,285032,SMALL,1,weekly
289,Sovata,Mures,46.5990794,25.0774363,625028,MEDIUM,6,weekly
290,Horodnic de Sus,Suceava,47.8475154,25.7765467,1350142,LARGE,5,bi-weekly
291,Campulung,Arges,45.270605,25.0531038,1449010,LARGE,10,twice-a-week
292,Resita,Caras-Severin,45.3049703,21.8821033,2148112,LARGE,16,twice-a-week
293,Pipirig,Neamt,47.2396133,26.0678092,763037,MEDIUM,5,weekly
294,Ivesti,Galati,45.6897612,27.5354375,470723,MEDIUM,3,twice-a-week
295,Arinis,Maramures,47.5022794,23.2237172,542883,MEDIUM,12,weekly
296,Batanii Mari,Covasna,46.0900927,25.6977467,290979,SMALL,6,weekly
297,Bucuresti,Bucuresti,44.4267674,26.1025384,761072,MEDIUM,13,bi-weekly
298,Petrova,Maramures,47.8278652,24.2116255,991366,MEDIUM,15,weekly
299,Victoria,Brasov,45.7306587,24.7009227,782878,MEDIUM,6,twice-a-week
300,Beclean,Bistrita-Nasaud,47.1800681,24.1704031,1348173,LARGE,15,bi-weekly
301,Focsani,Vrancea,45.6964745,27.184043,682892,MEDIUM,3,weekly
302,Calimanesti,Valcea,45.239101,24.3398608,626274,MEDIUM,10,bi-weekly
303,Dobreni,Giurgiu,44.253387,26.2082339,509365,MEDIUM,13,bi-weekly
304,Dragodana,Dambovita,44.7482909,25.3936632,16317,SMALL,10,weekly
305,Baia Mare,Maramures,47.6567387,23.5849881,16116,SMALL,12,twice-a-week
306,Paclisa,Hunedoara,45.5630744,22.8801602,210421,SMALL,4,weekly
307,Giroc,Timis,45.701755,21.2346449,1450714,LARGE,2,weekly
308,Recas,Timis,45.8011607,21.5119138,1247630,LARGE,2,weekly
309,Oradea,Bihor,47.0465005,21.9189438,1487482,LARGE,11,weekly
310,Roman,Neamt,46.9333781,26.9265451,133894,SMALL,8,weekly
311,Calinesti,Maramures,47.7836678,23.9693546,184312,SMALL,12,twice-a-week
312,Simeria,Hunedoara,45.8555725,23.0120864,469971,MEDIUM,4,bi-weekly
313,Topoloveni,Arges,44.8105516,25.0770243,887909,MEDIUM,10,twice-a-week
314,Vulcan,Brasov,45.6348088,25.4181031,1049345,LARGE,1,weekly
315,Dridu,Ialomita,44.6869604,26.4611572,1323986,LARGE,13,bi-weekly
316,Poiana Ilvei,Bistrita-Nasaud,47.3558143,24.7451705,942139,MEDIUM,15,bi-weekly
317,Simleu Silvaniei,Salaj,47.2260727,22.8037864,1671334,LARGE,7,bi-weekly
318,Borsa,Maramures,47.6537683,24.6631517,688697,MEDIUM,15,twice-a-week
319,Izbiceni,Olt,43.8229185,24.6625464,343460,SMALL,17,twice-a-week
320,Sighisoara,Mures,46.2197025,24.7963878,40609,SMALL,6,twice-a-week
321,Rabagani,Bihor,46.74629,22.2452338,355514,SMALL,11,weekly
322,Sarata-Monteoru,Buzau,45.1475653,26.6409383,921058,MEDIUM,13,twice-a-week
323,Vintu de Jos,Alba,45.9920306,23.4864679,355639,SMALL,4,twice-a-week
324,Toplita,Harghita,46.9260303,25.3534041,1268371,LARGE,6,twice-a-week
325,Targoviste,Dambovita,44.9118218,25.4558274,1506163,LARGE,10,bi-weekly
